Component, Received From Tejas, Consumption, Scrap, Balance, Returned Quantity, Returned Accounted Quantity, Unaccounted Return Quantity, Is Balancing, Remaining Rows in Results, Balance In Annexure
999-AJC000062-E, 207, 40, 2, 0, 165, 165, 0, true, 0, null
999-AOC000010-E, 2502, 1910, 0, 35, 557, 557, 0, true, 0, 142
999-AOC000066-E, 601, 110, 0, 11, 480, 480, 0, true, 0, 1550
999-AOC000069-E, 530, 110, 0, 15, 405, 405, 0, true, 0, 1533
999-AOC000086-E, 526, 110, 0, 9, 407, 407, 0, true, 0, 1533
999-ARC000002-E, 540, 198, 0, 1, 360, 341, 19, true, 0, 120
999-AXC000049-E, 793, 510, 36, 92, 270, 155, 115, true, 0, 1867
999-AXCT00086-E, 300, 60, 5, 0, 235, 235, 0, true, 0, null
999-AYC000201-E, 500, 255, 245, 0, 0, 0, 0, true, 0, null
999-AYC000208-E, 500, 170, 330, 0, 0, 0, 0, true, 0, null
999-AYC000212-E, 754, 170, 10, 76, 498, 498, 0, true, 0, 44
999-AYC000215-E, 1840, 1275, 75, 170, 320, 320, 0, true, 0, 1618
999-AYC000218-E, 1750, 1190, 71, 139, 554, 350, 204, true, 0, 1632
999-AYC000219-E, 500, 255, 126, 0, 119, 119, 0, true, 0, null
999-AYC000300-E, 200, 60, 11, 0, 129, 129, 0, true, 0, null
999-AYC395509-E, 550, 394, 24, 132, 0, 0, 0, true, 0, 34
999-AYC395516-E, 353, 84, 8, 156, 105, 105, 0, true, 0, 102
999-AYC395533-E, 1418, 84, 5, 97, 1232, 1232, 0, true, 0, 1578
999-AYC815501-E, 855, 680, 37, 49, 175, 89, 86, true, 0, 152
999-AZC000007-E, 2690, 1344, 0, 97, 1249, 1249, 0, true, 0, 1751
999-AZC000012-E, 1000, 425, 0, 575, 0, 0, 0, true, 0, 1618
999-BAC000002-E, 1252, 861, 0, 4, 387, 387, 0, true, 0, 120
999-BBC000090-E, 100, 20, 1, 0, 79, 79, 0, true, 0, null
999-BEC000111-E, 304, 168, 0, 2, 134, 134, 0, true, 0, 29
999-BEC000142-E, 271, 85, 0, 8, 178, 178, 0, true, 0, 1628
999-BJC000008-E, 1082, 574, 0, 11, 497, 497, 0, true, 0, 1751
999-BUC000008-E, 419, 169, 0, 3, 247, 247, 0, true, 0, 1632
999-BVC000069-E, 300, 169, 0, 2, 129, 129, 0, true, 0, 1578
999-BVC000081-E, 417, 255, 13, 0, 149, 149, 0, true, 0, 1345
999-CAC000061-E, 300, 169, 4, 0, 127, 127, 0, true, 0, null
999-CAC000406-E, 130, 85, 0, 0, 45, 45, 0, true, 0, 1162
999-CAC000407-E, 159, 85, 24, 0, 50, 50, 0, true, 0, 1344
999-CAC000413-E, 343, 189, 0, 7, 147, 147, 0, true, 0, 1550
999-CECSMX017-M, 780, 760, 0, 1, 19, 19, 0, true, 0, 22
999-CECSRX012-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-CFC000005-M, 380, 380, 0, 0, 0, 0, 0, true, 0, 1594
999-CFC000045-M, 86, 85, 0, 1, 0, 0, 0, true, 0, 102
999-CFC000050-M, 100, 84, 0, 1, 15, 15, 0, true, 0, 1907
999-CFC000072-M, 985, 574, 0, 0, 411, 411, 0, true, 0, 1221
999-CFC000101-M, 512, 220, 0, 10, 293, 282, 11, true, 0, 1907
999-CFC000102-M, 512, 220, 0, 0, 292, 292, 0, true, 0, 1221
999-CFC000112-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-CFC000119-M, 86, 85, 0, 0, 1, 1, 0, true, 0, 1324
999-CFC000120-M, 85, 85, 0, 0, 0, 0, 0, true, 0, 1594
999-CLC000017-E, 1098, 202, 0, 15, 881, 881, 0, true, 0, 1529
999-CLC000091-E, 5390, 1184, 0, 35, 4171, 4171, 0, true, 0, 1736
999-CLC000200-E, 200, 20, 1, 0, 179, 179, 0, true, 0, null
999-CLC000224-E, 1119, 220, 20, 0, 879, 879, 0, true, 0, 1533
999-CLC000260-E, 98, 20, 11, 0, 67, 67, 0, true, 0, null
999-CLC000380-E, 432, 253, 0, 5, 174, 174, 0, true, 0, 1647
999-ACC000058-E, 1307, 694, 33, 308, 272, 272, 0, true, 0, 293
999-ACC000067-E, 220, 20, 7, 0, 193, 193, 0, true, 0, null
999-ACC000093-E, 200, 40, 21, 0, 139, 139, 0, true, 0, null
999-ACC000099-E, 200, 40, 8, 0, 152, 152, 0, true, 0, null
999-ACC000126-E, 146, 80, 10, 0, 56, 56, 0, true, 0, null
999-ACC000158-E, 500, 84, 12, 41, 363, 363, 0, true, 0, 102
999-ACC000197-E, 1000, 425, 20, 427, 128, 128, 0, true, 0, 1611
999-ACC000238-E, 500, 80, 22, 0, 398, 398, 0, true, 0, null
999-ACC000367-E, 200, 20, 1, 0, 179, 179, 0, true, 0, null
999-ACC316255-E, 400, 84, 8, 184, 124, 124, 0, true, 0, 102
999-ACC326027-E, 430, 84, 9, 65, 272, 272, 0, true, 0, 30
999-ACC327501-E, 20200, 114, 8, 109, 19969, 19969, 0, true, 0, 1558
999-ACC7C6501-E, 5060, 3794, 188, 1, 1080, 1077, 3, true, 0, 142
999-AHC000004-E, 388, 255, 0, 133, 0, 0, 0, true, 0, 1647
999-AIC000068-E, 167, 60, 5, 0, 102, 102, 0, true, 0, null
999-AIC000069-E, 150, 40, 1, 0, 109, 109, 0, true, 0, null
999-AJC000046-E, 200, 120, 24, 0, 56, 56, 0, true, 0, null
999-AJC000069-E, 200, 20, 23, 0, 157, 157, 0, true, 0, null
999-AJC000070-E, 162, 40, 2, 0, 120, 120, 0, true, 0, null
999-AMC000007-E, 328, 170, 158, 0, 0, 0, 0, true, 0, 1145
999-AMC000009-E, 100, 20, 0, 0, 80, 80, 0, true, 0, null
999-AOC000077-E, 200, 20, 180, 0, 0, 0, 0, true, 0, null
999-AXC000009-E, 200, 40, 9, 0, 151, 151, 0, true, 0, null
999-AXC000039-E, 200, 40, 119, 0, 41, 41, 0, true, 0, null
999-AYC000038-E, 384, 84, 10, 212, 78, 78, 0, true, 0, 102
999-AYC000039-E, 200, 84, 47, 0, 69, 69, 0, true, 0, null
999-AYC000053-E, 5149, 320, 207, 4510, 4745, 112, 4633, true, 0, 1597
999-AYC000069-E, 5450, 1722, 212, 67, 3535, 3449, 86, true, 0, 120
999-AYC000070-E, 1045, 911, 45, 6, 83, 83, 0, true, 0, 152
999-AYC000202-E, 1185, 510, 28, 647, 0, 0, 0, true, 0, 1578
999-AYC000211-E, 1105, 510, 24, 321, 250, 250, 0, true, 0, 1578
999-AYC000213-E, 500, 170, 330, 0, 0, 0, 0, true, 0, null
999-AYC000220-E, 1076, 85, 20, 523, 448, 448, 0, true, 0, 44
999-AYC000221-E, 750, 85, 20, 409, 236, 236, 0, true, 0, 44
999-AYC000222-E, 1000, 85, 20, 399, 496, 496, 0, true, 0, 44
999-AYC000223-E, 650, 85, 565, 0, 0, 0, 0, true, 0, null
999-AYC000224-E, 1000, 85, 20, 398, 497, 497, 0, true, 0, 44
999-AYC000229-E, 1463, 305, 322, 0, 836, 836, 0, true, 0, 1243
999-AYC000230-E, 700, 85, 8, 113, 494, 494, 0, true, 0, 44
999-AYC000234-E, 220, 20, 56, 0, 144, 144, 0, true, 0, null
999-AYC000285-E, 941, 194, 18, 171, 558, 558, 0, true, 0, 1522
999-AYC000345-E, 1000, 85, 20, 895, 0, 0, 0, true, 0, 44
999-AYC000348-E, 200, 20, 27, 0, 153, 153, 0, true, 0, null
999-AYC000377-E, 420, 84, 9, 49, 278, 278, 0, true, 0, 119
999-AYC000444-E, 376, 85, 40, 0, 251, 251, 0, true, 0, null
999-AYC393508-E, 427, 239, 17, 171, 0, 0, 0, true, 0, 102
999-AYC393513-E, 400, 84, 8, 68, 240, 240, 0, true, 0, 102
999-AYC393514-E, 3110, 2142, 125, 843, 814, 0, 814, true, 0, 120
999-AYC395004-E, 497, 84, 8, 161, 244, 244, 0, true, 0, 102
999-AYC395272-E, 380, 84, 8, 163, 125, 125, 0, true, 0, 102
999-AYC395532-E, 5650, 835, 220, 110, 4621, 4485, 136, true, 0, 152
999-AYC593502-E, 6050, 2342, 208, 22, 3478, 3478, 0, true, 0, 120
999-AYCB93501-E, 799, 760, 39, 0, 0, 0, 0, true, 0, 1240
999-AZC000011-E, 1110, 765, 0, 345, 0, 0, 0, true, 0, 1550
999-BEC000192-E, 298, 20, 2, 0, 276, 276, 0, true, 0, null
999-BJC000011-E, 220, 85, 10, 0, 125, 125, 0, true, 0, null
999-BUC000011-E, 400, 170, 0, 0, 230, 230, 0, true, 0, 1145
999-CBC000092-E, 500, 340, 22, 0, 138, 138, 0, true, 0, 1145
999-CLC000095-E, 400, 84, 0, 8, 308, 308, 0, true, 0, 1680
999-CLC000152-E, 300, 84, 0, 2, 214, 214, 0, true, 0, 1533
999-CLC000167-E, 250, 85, 0, 7, 158, 158, 0, true, 0, 102
999-CLC000173-E, 448, 170, 0, 40, 238, 238, 0, true, 0, 1578
999-CLC000243-E, 150, 85, 3, 0, 62, 62, 0, true, 0, null
999-CLC000278-E, 200, 20, 1, 0, 179, 179, 0, true, 0, null
001-PCCSY5R13-E, 222, 114, 0, 2, 106, 106, 0, true, 0, 173
102-PCC000013-E, 920, 861, 0, 0, 59, 59, 0, true, 0, 1577
115-PCC000011-E, 125, 114, 1, 0, 10, 10, 0, true, 0, 1344
130-PCC000021-E, 120, 84, 0, 1, 35, 35, 0, true, 0, 1628
140-PCC000004-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-PCC000009-E, 20, 20, 0, 0, 0, 0, 0, true, 0, null
404-PCC000004-E, 132, 85, 0, 0, 47, 47, 0, true, 0, 1339
998-BBC000006-E, 900, 861, 0, 13, 26, 26, 0, true, 0, 119
998-CIC000008-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-ABC000006-E, 22235, 9714, 0, 554, 11967, 11967, 0, true, 0, 1618
999-ACC000009-E, 10727, 2044, 164, 594, 7925, 7925, 0, true, 0, 1736
999-ACC000010-E, 20980, 7197, 305, 777, 12701, 12701, 0, true, 0, 102
999-ACC000029-E, 19474, 10612, 647, 1292, 8482, 6923, 1559, true, 0, 1946
999-ACC000035-E, 2922, 1108, 53, 281, 1908, 1480, 428, true, 0, 1559
999-ACC000050-E, 92014, 33430, 1451, 2964, 54169, 54169, 0, true, 0, 1563
999-ACC000060-E, 1257, 679, 35, 153, 390, 390, 0, true, 0, 1559
999-ACC000095-E, 1548, 1130, 55, 238, 125, 125, 0, true, 0, 292
999-ACC000134-E, 820, 740, 27, 0, 53, 53, 0, true, 0, null
999-ACC000170-E, 1009, 861, 5, 10, 133, 133, 0, true, 0, 157
999-ACC000174-E, 526, 110, 7, 9, 400, 400, 0, true, 0, 1580
999-ACC000204-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-ACC000390-E, 1098, 861, 47, 35, 155, 155, 0, true, 0, 142
999-ACC315502-E, 4470, 2036, 104, 233, 2097, 2097, 0, true, 0, 1632
999-ACC316026-E, 1700, 1008, 52, 41, 723, 599, 124, true, 0, 1611
999-ACC316501-E, 4248, 3353, 173, 404, 318, 318, 0, true, 0, 293
999-ACC316751-E, 3470, 3420, 50, 0, 0, 0, 0, true, 0, 1348
999-ACC326026-E, 600, 110, 8, 23, 459, 459, 0, true, 0, 1550
999-ADC000016-E, 870, 861, 0, 9, 0, 0, 0, true, 0, 142
999-ADC857001-E, 1650, 1520, 2, 0, 128, 128, 0, true, 0, 1223
999-ADC8XX001-E, 265, 85, 0, 7, 173, 173, 0, true, 0, 1808
999-AEC856751-E, 1197, 1140, 0, 57, 76, 0, 76, true, 0, 1578
999-AIC000009-E, 3300, 3210, 28, 42, 20, 20, 0, true, 0, 29
999-AIC000012-E, 1363, 1035, 56, 11, 261, 261, 0, true, 0, 283
999-AIC000019-E, 1830, 1412, 69, 349, 0, 0, 0, true, 0, 292
999-AIC000036-E, 910, 861, 0, 6, 43, 43, 0, true, 0, 142
999-AIC000080-E, 4613, 1481, 148, 2984, 2948, 0, 2948, true, 0, 292
999-AIC000107-E, 1122, 861, 52, 209, 243, 0, 243, true, 0, 161
999-AIC800005-E, 526, 380, 0, 0, 146, 146, 0, true, 0, 1447
999-AJC000002-E, 398, 380, 1, 0, 17, 17, 0, true, 0, 1239
999-AOC000016-E, 884, 861, 0, 2, 21, 21, 0, true, 0, 136
999-AOC000028-E, 1023, 1011, 0, 0, 12, 12, 0, true, 0, 119
999-ARC000004-E, 798, 760, 0, 0, 38, 38, 0, true, 0, 1210
999-AXC000044-E, 342, 168, 14, 20, 140, 140, 0, true, 0, 1550
999-AXCT00084-E, 900, 861, 37, 2, 35, 0, 35, true, 0, 152
999-AYC000037-E, 20598, 18188, 826, 78, 1506, 1506, 0, true, 0, 1628
999-AYC000061-E, 9240, 2260, 224, 196, 6885, 6560, 325, true, 0, 1553
999-AYC000138-E, 2110, 695, 704, 0, 711, 711, 0, true, 0, 1348
999-AYC000204-E, 21445, 10637, 773, 837, 9198, 9198, 0, true, 0, 1751
999-AYC000205-E, 131590, 31325, 1538, 310, 98417, 98417, 0, true, 0, 1553
999-AYC000206-E, 3510, 170, 20, 451, 2869, 2869, 0, true, 0, 1578
999-AYC000214-E, 14100, 6800, 304, 96, 6900, 6900, 0, true, 0, 1681
999-AYC000233-E, 400, 168, 8, 124, 100, 100, 0, true, 0, 1618
999-AYC000263-E, 1216, 220, 14, 116, 866, 866, 0, true, 0, 1533
999-AYC000316-E, 4300, 2583, 553, 0, 1164, 1164, 0, true, 0, 1147
999-AYC000331-E, 810, 110, 206, 180, 509, 314, 195, true, 0, 1453
999-AYC000340-E, 1248, 574, 26, 54, 594, 594, 0, true, 0, 1611
999-AYC000372-E, 600, 110, 8, 55, 427, 427, 0, true, 0, 1618
999-AYC000382-E, 1053, 220, 11, 78, 744, 744, 0, true, 0, 1550
999-AYC000392-E, 1120, 220, 10, 38, 852, 852, 0, true, 0, 1553
999-AYC000394-E, 910, 861, 37, 2, 45, 10, 35, true, 0, 152
999-AYC000611-E, 600, 110, 8, 83, 399, 399, 0, true, 0, 1533
999-AYC395507-E, 1590, 330, 138, 0, 1122, 1122, 0, true, 0, 1239
999-AYC395525-E, 1055, 220, 13, 33, 789, 789, 0, true, 0, 1550
999-AYC395529-E, 634, 160, 9, 283, 182, 182, 0, true, 0, 1577
999-AYC395531-E, 5530, 260, 22, 90, 5158, 5158, 0, true, 0, 1597
999-AYC395534-E, 2065, 1012, 48, 299, 706, 706, 0, true, 0, 1563
999-AYC395750-E, 2939, 1076, 90, 0, 1775, 1773, 2, true, 0, 1580
999-AZC000006-E, 13560, 4162, 0, 399, 8999, 8999, 0, true, 0, 1751
999-BBC000040-E, 1176, 1111, 0, 10, 55, 55, 0, true, 0, 292
999-BEC000089-E, 200, 84, 0, 1, 115, 115, 0, true, 0, 1523
999-BEC000122-E, 452, 85, 0, 4, 363, 363, 0, true, 0, 1578
999-BEC000166-E, 1270, 415, 0, 64, 791, 791, 0, true, 0, 102
999-BEC000287-E, 555, 110, 0, 10, 435, 435, 0, true, 0, 1740
999-BEC000289-E, 514, 110, 0, 236, 418, 168, 250, true, 0, 1740
999-BGC000057-E, 590, 130, 0, 43, 417, 417, 0, true, 0, 1751
999-BGC000092-E, 529, 110, 0, 4, 415, 415, 0, true, 0, 1751
999-BKC000021-E, 310, 168, 0, 11, 131, 131, 0, true, 0, 1740
999-BPC000038-E, 219, 170, 5, 0, 44, 44, 0, true, 0, 1147
999-BPC000052-E, 105, 85, 0, 1, 19, 19, 0, true, 0, 1628
999-BPC000083-E, 158, 84, 73, 0, 1, 1, 0, true, 0, null
999-BPC000110-E, 108, 20, 1, 0, 87, 87, 0, true, 0, null
999-BPC000111-E, 251, 110, 9, 0, 132, 132, 0, true, 0, 1147
999-BRC000047-E, 371, 110, 0, 0, 261, 261, 0, true, 0, 1223
999-BUC000001-E, 1040, 223, 0, 10, 807, 807, 0, true, 0, 1558
999-BVC000094-E, 2358, 138, 0, 37, 2183, 2183, 0, true, 0, 69
999-BVC000096-E, 930, 110, 0, 2, 818, 818, 0, true, 0, 19
999-BVC000169-E, 774, 110, 0, 16, 648, 648, 0, true, 0, 19
999-CAC000013-E, 460, 288, 0, 9, 163, 163, 0, true, 0, 1610
999-CAC000054-E, 2450, 531, 0, 442, 1477, 1477, 0, true, 0, 1751
999-CAC000234-E, 200, 84, 0, 4, 112, 112, 0, true, 0, 1558
999-CAC000276-E, 222, 169, 0, 3, 50, 50, 0, true, 0, 1522
999-CAC000278-E, 376, 168, 0, 2, 206, 206, 0, true, 0, 1610
999-CAC000279-E, 193, 84, 0, 1, 108, 108, 0, true, 0, 1558
999-CAC000323-E, 1884, 1129, 0, 755, 789, 0, 789, true, 0, 161
999-CAC000336-E, 150, 84, 0, 1, 65, 65, 0, true, 0, 1501
999-CAC000366-E, 540, 110, 0, 0, 430, 430, 0, true, 0, 1238
999-CAC000378-E, 142, 85, 0, 0, 57, 57, 0, true, 0, 1339
999-CAC000384-E, 162, 85, 0, 2, 75, 75, 0, true, 0, 1618
999-CAC000419-E, 130, 85, 0, 0, 45, 45, 0, true, 0, null
999-CAC000580-E, 115, 20, 0, 0, 95, 95, 0, true, 0, null
999-CAC000684-E, 1472, 440, 0, 0, 1032, 1032, 0, true, 0, 1240
999-CAC000905-E, 50, 40, 0, 0, 10, 10, 0, true, 0, null
999-CAC000909-E, 32, 20, 1, 0, 11, 11, 0, true, 0, null
999-CAC000958-E, 39, 20, 0, 0, 19, 19, 0, true, 0, null
999-CAC000992-E, 150, 20, 1, 0, 129, 129, 0, true, 0, null
999-CBC000029-E, 594, 110, 0, 113, 371, 371, 0, true, 0, 1550
999-CJC000001-E, 564, 194, 0, 105, 265, 265, 0, true, 0, 19
999-CKC000019-E, 518, 380, 0, 0, 138, 138, 0, true, 0, 1522
999-CKC000062-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-CLC000023-E, 489, 169, 0, 320, 310, 0, 310, true, 0, 1680
999-CLC000089-E, 1932, 1426, 0, 29, 477, 477, 0, true, 0, 1736
999-CLC000128-E, 530, 110, 0, 10, 410, 410, 0, true, 0, 1751
999-CLC000141-E, 790, 110, 0, 46, 634, 634, 0, true, 0, 19
999-CLC000162-E, 542, 110, 0, 21, 411, 411, 0, true, 0, 1751
999-CLC000164-E, 349, 170, 1, 0, 178, 178, 0, true, 0, 1347
999-CLC000216-E, 358, 255, 0, 7, 96, 96, 0, true, 0, 1491
999-CLC000259-E, 150, 20, 5, 0, 125, 125, 0, true, 0, null
999-CLC000554-E, 930, 861, 0, 27, 42, 42, 0, true, 0, 136
999-CMC000137-E, 840, 110, 1, 0, 729, 729, 0, true, 0, null
999-CMCT00054-E, 250, 20, 5, 0, 225, 225, 0, true, 0, null
999-ABC000002-E, 2440, 972, 0, 189, 1279, 1279, 0, true, 0, 102
999-ACC000012-E, 5636, 3226, 177, 154, 2079, 2079, 0, true, 0, 142
999-ACC000070-E, 13300, 3945, 230, 276, 8849, 8849, 0, true, 0, 1736
999-ACC000071-E, 855, 595, 27, 67, 166, 166, 0, true, 0, 1618
999-ACC000073-E, 6970, 3336, 262, 0, 3372, 3372, 0, true, 0, 1578
999-ACC556750-E, 1144, 640, 46, 194, 264, 264, 0, true, 0, 1577
999-ADCD87752-E, 7528, 1376, 0, 30, 6122, 6122, 0, true, 0, 119
999-AHC000005-E, 3950, 3327, 0, 87, 536, 536, 0, true, 0, 1736
999-AHC000006-E, 649, 313, 0, 4, 332, 332, 0, true, 0, 1580
999-AIC000011-E, 961, 680, 34, 21, 226, 226, 0, true, 0, 142
999-AIC000032-E, 12690, 12294, 128, 57, 211, 211, 0, true, 0, 142
999-AIC000077-E, 5478, 1645, 92, 912, 2829, 2829, 0, true, 0, 1618
999-AYC000023-E, 7180, 1510, 238, 3766, 1666, 1666, 0, true, 0, 1751
999-AYC000050-E, 9353, 1193, 161, 518, 7481, 7481, 0, true, 0, 102
999-AYC000200-E, 33373, 11810, 544, 488, 20531, 20531, 0, true, 0, 1553
999-AYC000203-E, 4674, 1240, 183, 369, 2882, 2882, 0, true, 0, 102
999-AYC000209-E, 4307, 510, 174, 398, 3225, 3225, 0, true, 0, 1578
999-AYC000210-E, 18395, 4385, 228, 2321, 16061, 11461, 4600, true, 0, 1578
999-AYC000216-E, 51115, 17530, 1910, 432, 31243, 31243, 0, true, 0, 1579
999-AYC395253-E, 10845, 9837, 456, 116, 634, 436, 198, true, 0, 152
999-AYC395514-E, 4147, 2211, 129, 471, 1336, 1336, 0, true, 0, 32
999-AZC000001-E, 7819, 1826, 0, 638, 5355, 5355, 0, true, 0, 1946
999-AZC000009-E, 4880, 3825, 0, 271, 784, 784, 0, true, 0, 1751
999-BEC000143-E, 120, 85, 2, 0, 33, 33, 0, true, 0, null
999-BEC000155-E, 1910, 248, 0, 4, 1658, 1658, 0, true, 0, 1762
999-BEC000220-E, 184, 85, 2, 0, 97, 97, 0, true, 0, null
999-BEC000292-E, 95, 85, 0, 3, 7, 7, 0, true, 0, 1558
999-BPC000026-E, 420, 254, 0, 2, 164, 164, 0, true, 0, 1578
999-BVC000083-E, 150, 85, 1, 0, 64, 64, 0, true, 0, null
999-CAC000053-E, 928, 228, 0, 11, 689, 689, 0, true, 0, 22
999-CAC000105-E, 794, 690, 0, 1, 103, 103, 0, true, 0, 34
999-CAC000121-E, 974, 940, 0, 3, 31, 31, 0, true, 0, 293
999-CAC000173-E, 970, 299, 0, 12, 758, 659, 99, true, 0, 1559
999-CAC000189-E, 169, 84, 0, 62, 23, 23, 0, true, 0, 1736
999-CAC000193-E, 5612, 2988, 0, 1424, 2613, 1200, 1413, true, 0, 152
999-CAC000228-E, 212, 114, 0, 3, 95, 95, 0, true, 0, 34
999-CAC000343-E, 495, 228, 16, 0, 251, 251, 0, true, 0, 1339
999-CAC000383-E, 300, 85, 1, 0, 214, 214, 0, true, 0, 1150
999-CKC000021-E, 1600, 999, 0, 2, 599, 599, 0, true, 0, 1740
999-CKC000022-E, 245, 170, 0, 0, 75, 75, 0, true, 0, 1347
999-CLC000114-E, 1627, 857, 0, 18, 752, 752, 0, true, 0, 1550
999-ABC000010-E, 8716, 3111, 0, 198, 5407, 5407, 0, true, 0, 1628
999-ACC000046-E, 940, 283, 16, 401, 240, 240, 0, true, 0, 102
999-ACC000048-E, 8147, 3053, 240, 282, 4572, 4572, 0, true, 0, 1647
999-ACC000059-E, 500, 85, 415, 0, 0, 0, 0, true, 0, null
999-ACC316028-E, 8475, 3433, 334, 75, 4633, 4633, 0, true, 0, 102
999-AYC000090-E, 7754, 1941, 97, 4734, 982, 982, 0, true, 0, 102
999-AYC593501-E, 1450, 773, 60, 617, 666, 0, 666, true, 0, 1647
999-AZC000010-E, 3688, 2550, 0, 303, 835, 835, 0, true, 0, 1618
999-BEC000029-E, 2637, 1767, 0, 870, 937, 0, 937, true, 0, 1735
999-BEC000120-E, 285, 170, 22, 0, 93, 93, 0, true, 0, 1162
999-BEC000205-E, 122, 85, 0, 0, 37, 37, 0, true, 0, 1412
999-BEC000235-E, 211, 85, 0, 0, 126, 126, 0, true, 0, 1155
999-BGC000093-E, 295, 170, 0, 25, 100, 100, 0, true, 0, 1611
999-BPC000053-E, 260, 170, 0, 3, 87, 87, 0, true, 0, 1491
999-BVC000036-E, 839, 279, 0, 5, 555, 555, 0, true, 0, 1553
999-BVC000080-E, 388, 170, 0, 0, 218, 218, 0, true, 0, 1162
999-BVC000086-E, 191, 85, 0, 2, 104, 104, 0, true, 0, 1751
999-BVC000088-E, 160, 85, 0, 6, 69, 69, 0, true, 0, 1657
999-CAC000058-E, 305, 169, 0, 4, 132, 132, 0, true, 0, 1501
999-CAC000059-E, 580, 338, 0, 6, 236, 236, 0, true, 0, 1751
999-CAC000658-E, 137, 85, 0, 0, 52, 52, 0, true, 0, 1412
999-CJC000020-E, 275, 85, 0, 0, 190, 190, 0, true, 0, 1155
999-CLC000077-E, 950, 279, 0, 23, 648, 648, 0, true, 0, 1533
999-CLC000085-E, 1390, 203, 0, 133, 1054, 1054, 0, true, 0, 1680
999-CLC000096-E, 800, 338, 0, 201, 261, 261, 0, true, 0, 1522
999-CLC000246-E, 150, 85, 65, 0, 0, 0, 0, true, 0, null
999-CMC000030-E, 296, 169, 0, 34, 93, 93, 0, true, 0, 1578
998-CPC000160-M, 1647, 1644, 0, 0, 3, 3, 0, true, 0, 161
998-CPC000596-M, 1349, 1334, 0, 0, 15, 15, 0, true, 0, 161
998-CPC000597-M, 1347, 1334, 0, 5, 8, 8, 0, true, 0, 173
998-CPC000598-M, 475, 475, 0, 0, 0, 0, 0, true, 0, 1227
999-BEC000116-E, 200, 85, 0, 1, 114, 114, 0, true, 0, 1751
999-BEC000119-E, 154, 85, 0, 0, 69, 69, 0, true, 0, null
999-BEC000322-E, 236, 85, 151, 0, 0, 0, 0, true, 0, null
999-BPC000019-E, 899, 338, 0, 16, 545, 545, 0, true, 0, 102
