Component, Received From Tejas, Consumption, Scrap, Balance, Returned Quantity, Returned Accounted Quantity, Unaccounted Return Quantity, Is Balancing, Remaining Rows in Results, Balance In Annexure
999-AYCB93251-E, 400, 125, 8, 173, 94, 94, 0, true, 0, 283
999-BAA000001-E, 128, 125, 0, 3, 0, 0, 0, true, 0, 34
999-CAC000086-E, 922, 920, 0, 0, 2, 2, 0, true, 0, 1345
999-CLC000158-E, 150, 125, 0, 1, 24, 24, 0, true, 0, 1522
999-CLC000159-E, 175, 125, 6, 0, 44, 44, 0, true, 0, 1347
999-AYC395291-E, 985, 250, 40, 145, 550, 550, 0, true, 0, 1522
999-CAC000268-E, 1382, 1125, 0, 257, 0, 0, 0, true, 0, 293
999-CAC000289-E, 420, 168, 3, 0, 315, 249, 66, true, 0, 1240
999-AYC000149-E, 779, 625, 32, 28, 94, 94, 0, true, 0, 1618
999-AYC395519-E, 399, 175, 8, 85, 131, 131, 0, true, 0, 30
999-AYC395526-E, 330, 125, 5, 55, 145, 145, 0, true, 0, 283
999-AYC595501-E, 1550, 995, 43, 17, 495, 495, 0, true, 0, 292
999-BEC000208-E, 400, 250, 2, 0, 148, 148, 0, true, 0, 1241
999-CLC000027-E, 200, 125, 14, 0, 61, 61, 0, true, 0, null
999-CLC000137-E, 400, 250, 0, 5, 145, 145, 0, true, 0, 1578
999-CLC000155-E, 457, 435, 0, 6, 16, 16, 0, true, 0, 152
999-CLC000170-E, 498, 375, 0, 30, 93, 93, 0, true, 0, 1553
999-COC000012-E, 321, 250, 4, 0, 67, 67, 0, true, 0, 1241
999-AXC000058-E, 494, 435, 20, 19, 20, 20, 0, true, 0, 119
999-AYC393507-E, 400, 250, 16, 52, 82, 82, 0, true, 0, 1559
999-CHC000006-X, 600, 310, 0, 290, 0, 0, 0, true, 0, 31
998-CPC000645-M, 85, 85, 0, 0, 0, 0, 0, true, 0, 1769
999-AYC395513-E, 200, 0, 0, 0, 200, 200, 0, true, 0, null
999-AYC395751-E, 200, 0, 0, 0, 200, 200, 0, true, 0, null
999-BGC000025-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-BVC000037-E, 106, 0, 0, 0, 106, 106, 0, true, 0, null
999-CLC000008-E, 1072, 118, 0, 6, 960, 948, 12, true, 0, 29
001-PCCSYNC03-E, 40, 0, 0, 0, 40, 40, 0, true, 0, null
999-BUC000002-E, 125, 0, 0, 96, 29, 29, 0, true, 0, 28
998-CPC000740-M, 878, 684, 0, 14, 180, 180, 0, true, 0, 1907
998-CPC000049-M, 613, 380, 0, 233, 231, 0, 231, true, 0, 283
998-CPC000053-M, 390, 380, 0, 3, 7, 7, 0, true, 0, 1938
998-CPC000054-M, 390, 380, 0, 3, 7, 7, 0, true, 0, 161
998-CPC000058-M, 457, 380, 0, 0, 77, 77, 0, true, 0, 1907
998-CPC000092-M, 425, 323, 0, 23, 79, 79, 0, true, 0, 1938
998-CPC000162-M, 885, 684, 0, 180, 21, 21, 0, true, 0, 1907
140-CDC000014-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDC000042-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000001-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000002-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000004-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000009-M, 30, 20, 3, 0, 7, 7, 0, true, 0, null
140-CGC000020-M, 30, 20, 10, 0, 0, 0, 0, true, 0, null
999-CECSCX045-M, 340, 240, 2, 0, 98, 98, 0, true, 0, null
140-CDA000014-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDA000016-M, 30, 20, 0, 3, 17, 7, 10, true, 0, 1342
140-CDA000026-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDA000030-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-BZA000966-X, 68, 60, 0, 0, 8, 8, 0, true, 0, null
999-ACC000374-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-BTC000022-E, 22, 20, 0, 0, 2, 2, 0, true, 0, null
998-CPC000067-M, 25, 20, 0, 0, 5, 5, 0, true, 0, null
998-CPC000095-M, 188, 177, 0, 11, 0, 0, 0, true, 3, 1907
998-CPC000245-M, 1000, 20, 0, 0, 980, 980, 0, true, 0, null
999-CAC000418-E, 250, 228, 0, 1, 21, 21, 0, true, 0, 1522
160-PCC000002-E, 133, 0, 0, 0, 133, 133, 0, true, 0, null
999-BGC000012-E, 170, 0, 0, 5, 165, 165, 0, true, 0, 28
999-ACC000006-E, 400, 0, 0, 8, 392, 392, 0, true, 0, 32
999-CAC000108-E, 144, 0, 6, 0, 138, 138, 0, true, 0, null
999-CAC000328-E, 975, 0, 87, 0, 888, 888, 0, true, 0, null
999-CJC000005-E, 1070, 118, 0, 10, 942, 942, 0, true, 0, 1597
999-ACC316503-E, 134, 0, 7, 0, 127, 127, 0, true, 0, null
999-AYC000262-E, 2591, 0, 0, 300, 2291, 2291, 0, true, 0, 1611
999-CAC000370-E, 250, 0, 12, 0, 238, 238, 0, true, 0, null
999-CLC000115-E, 320, 0, 0, 140, 180, 180, 0, true, 0, 1578
999-AHC926750-E, 300, 175, 0, 75, 50, 50, 0, true, 0, 1901
999-ACC315027-E, 1045, 898, 42, 98, 7, 7, 0, true, 0, 142
999-AYC000111-E, 1630, 898, 62, 56, 614, 614, 0, true, 0, 1563
999-AYC000126-E, 3680, 3592, 0, 28, 60, 60, 0, true, 0, 152
999-AYC000140-E, 8362, 1062, 80, 7220, 7285, 0, 7285, true, 0, 120
999-BPC000015-E, 770, 118, 0, 31, 621, 621, 0, true, 0, 1478
104-PCC000001-E, 768, 756, 0, 12, 0, 0, 0, true, 11, 1577
104-PCC000002-E, 703, 118, 0, 585, 587, 0, 587, true, 0, 1577
999-ACC000017-E, 13870, 1416, 160, 169, 12410, 12125, 285, true, 0, 34
999-AYC000282-E, 767, 450, 23, 51, 243, 243, 0, true, 0, 152
999-BEC000139-E, 1440, 118, 0, 14, 1308, 1308, 0, true, 0, 1495
999-CAC000069-E, 800, 118, 0, 0, 682, 682, 0, true, 0, null
999-CAC000100-E, 1010, 898, 0, 2, 110, 110, 0, true, 0, 1609
999-CAC000106-E, 780, 118, 0, 3, 659, 659, 0, true, 0, 1495
999-CAC000158-E, 927, 898, 0, 15, 14, 14, 0, true, 0, 152
999-CBC000049-E, 10875, 4654, 0, 1202, 5019, 5019, 0, true, 0, 152
998-CPC000091-M, 450, 198, 0, 5, 247, 247, 0, true, 0, 1938
102-PCC000014-E, 160, 150, 0, 0, 10, 10, 0, true, 0, null
998-BBC000002-E, 175, 150, 0, 2, 23, 23, 0, true, 0, 142
999-ADC000028-E, 150, 150, 0, 0, 0, 0, 0, true, 0, 1482
999-AOC000033-E, 240, 150, 0, 90, 0, 0, 0, true, 0, 142
999-AYC000067-E, 837, 600, 26, 11, 200, 200, 0, true, 0, 152
999-AYC000188-E, 1308, 900, 39, 39, 330, 330, 0, true, 0, 152
999-AYC595257-E, 3719, 3344, 0, 97, 278, 278, 0, true, 7, 152
999-BBC000028-E, 166, 150, 0, 16, 0, 0, 0, true, 0, 152
999-CAC000222-E, 150, 150, 0, 0, 75, 0, 75, true, 0, null
999-CAC000400-E, 150, 150, 0, 0, 0, 0, 0, true, 0, null
999-CLC000161-E, 630, 460, 0, 28, 142, 142, 0, true, 0, 152
999-BEC000161-E, 800, 118, 0, 7, 696, 675, 21, true, 0, 1495
999-BGC000066-E, 967, 898, 0, 6, 63, 63, 0, true, 0, 152
999-BRC000030-E, 855, 118, 0, 2, 735, 735, 0, true, 0, 1639
999-CLC000182-E, 1020, 898, 0, 2, 120, 120, 0, true, 0, 173
999-BKC000017-E, 169, 0, 0, 6, 163, 163, 0, true, 0, 1769
999-ACC000002-E, 2510, 236, 38, 897, 1339, 1339, 0, true, 0, 1495
999-BPC000008-E, 1628, 236, 0, 7, 1385, 1385, 0, true, 0, 1495
999-BPC000048-E, 900, 898, 0, 2, 0, 0, 0, true, 0, 152
999-CLC000009-E, 2020, 236, 0, 47, 1737, 1737, 0, true, 0, 29
999-CLC000078-E, 1539, 118, 0, 1, 1420, 1420, 0, true, 0, 28
999-CLC000081-E, 1093, 118, 0, 9, 966, 966, 0, true, 0, 1563
999-ACC000089-E, 5009, 0, 0, 94, 4915, 4915, 0, true, 0, 1611
999-AXC000084-E, 240, 150, 10, 7, 89, 73, 16, true, 0, 152
999-AYC000123-E, 958, 0, 0, 0, 958, 958, 0, true, 0, null
999-AYC000132-E, 10553, 0, 0, 13, 10540, 10540, 0, true, 0, 1628
999-BPC000056-E, 200, 0, 0, 0, 200, 200, 0, true, 0, 1494
999-CAC000070-E, 425, 0, 0, 7, 418, 418, 0, true, 0, 1563
999-ACC000054-E, 700, 200, 12, 206, 282, 282, 0, true, 0, 119
999-BEC000159-E, 900, 118, 0, 0, 782, 782, 0, true, 0, null
999-BEC000165-E, 998, 898, 0, 29, 71, 71, 0, true, 0, 157
999-BJC000019-E, 1034, 118, 0, 0, 916, 916, 0, true, 0, null
999-BVC000075-E, 2302, 118, 0, 1, 2183, 2183, 0, true, 0, 69
140-PCC000001-E, 22, 20, 0, 0, 2, 2, 0, true, 0, null
140-PCC000002-E, 20, 20, 0, 0, 0, 0, 0, true, 0, null
001-PCC000027-E, 140, 0, 0, 6, 134, 134, 0, true, 0, 1578
999-AYC000124-E, 11210, 0, 0, 1226, 9984, 9984, 0, true, 0, 1563
999-BEC000146-E, 415, 0, 0, 18, 397, 397, 0, true, 0, 1563
999-BEC000150-E, 110, 0, 0, 6, 104, 104, 0, true, 0, 1628
999-CAC000291-E, 160, 0, 0, 6, 154, 154, 0, true, 0, 1563
998-CPC000097-M, 80, 80, 0, 0, 0, 0, 0, true, 0, null
998-CPC000216-M, 130, 125, 0, 0, 5, 5, 0, true, 0, 1907
998-CPC000316-M, 60, 60, 0, 0, 0, 0, 0, true, 0, null
999-CAC000154-E, 285, 0, 0, 21, 264, 264, 0, true, 0, 1563
999-CLC000080-E, 155, 0, 0, 6, 149, 149, 0, true, 0, 1563
999-CLC000169-E, 325, 0, 0, 12, 313, 313, 0, true, 0, 1578
999-ACC516751-E, 860, 0, 0, 11, 849, 849, 0, true, 0, 119
999-AYC000036-E, 400, 0, 0, 316, 84, 84, 0, true, 0, 1563
999-BCC000013-E, 168, 0, 0, 6, 162, 162, 0, true, 0, 1563
999-CAC000476-E, 127, 0, 0, 5, 122, 122, 0, true, 0, 28
999-CLC000007-E, 175, 0, 0, 28, 147, 147, 0, true, 0, 1563
999-AYC000113-E, 400, 0, 0, 3, 397, 397, 0, true, 0, 120
999-BPC000018-E, 330, 0, 0, 29, 301, 301, 0, true, 0, 1611
999-AYC000142-E, 260, 0, 0, 2, 258, 258, 0, true, 0, 1558
999-AYC393506-E, 595, 310, 25, 17, 243, 243, 0, true, 0, 30
999-BTC000004-E, 104, 0, 0, 0, 104, 104, 0, true, 0, null
999-ACC000094-E, 7140, 0, 0, 856, 6284, 6284, 0, true, 0, 1594
999-AIC000074-E, 220, 0, 0, 111, 109, 109, 0, true, 0, 1563
999-AYC000112-E, 200, 0, 0, 2, 198, 198, 0, true, 0, 1559
999-AYC000116-E, 760, 0, 0, 2, 758, 758, 0, true, 0, 1559
999-AYC000195-E, 5530, 1208, 217, 159, 4145, 3946, 199, true, 0, 152
999-ACC000304-E, 100, 0, 0, 100, 0, 0, 0, true, 0, 1563
999-ACC000314-E, 1200, 0, 0, 947, 253, 253, 0, true, 0, 1563
999-ACC000372-E, 200, 0, 0, 131, 69, 69, 0, true, 0, 1563
999-ACC000383-E, 100, 0, 0, 52, 48, 48, 0, true, 0, 1563
999-ACC000387-E, 500, 0, 0, 500, 0, 0, 0, true, 0, 1563
999-ACC000403-E, 100, 0, 0, 74, 26, 26, 0, true, 0, 1563
999-AHC000003-E, 12, 0, 0, 6, 151, 6, 145, true, 0, 1563
999-AJC000025-E, 225, 0, 0, 6, 219, 219, 0, true, 0, 1618
999-AYC000009-E, 360, 0, 0, 108, 252, 252, 0, true, 0, 1578
999-AYC000194-E, 360, 0, 0, 123, 237, 237, 0, true, 0, 1579
999-AYC000526-E, 100, 0, 0, 100, 0, 0, 0, true, 0, 1563
999-AYC393251-E, 300, 0, 0, 67, 233, 233, 0, true, 0, 1618
999-AYC395504-E, 1190, 898, 48, 244, 926, 0, 926, true, 0, 1577
999-BEC000028-E, 105, 0, 0, 6, 99, 99, 0, true, 0, 136
999-BEC000141-E, 273, 0, 0, 12, 261, 261, 0, true, 0, 1901
999-BPC000130-E, 25, 0, 0, 6, 19, 19, 0, true, 0, 1563
999-BRC000038-E, 136, 0, 0, 6, 130, 130, 0, true, 0, 1769
999-BTC000006-E, 120, 0, 0, 9, 111, 111, 0, true, 0, 1751
999-BVC000079-E, 175, 0, 0, 7, 168, 168, 0, true, 0, 1628
999-CLC000006-E, 270, 20, 0, 0, 250, 250, 0, true, 0, null
999-AYC000005-E, 1350, 620, 36, 47, 647, 647, 0, true, 0, 293
999-AYC000141-E, 1032, 118, 0, 6, 908, 908, 0, true, 0, 1580
999-AYC000144-E, 1669, 118, 37, 52, 1462, 1462, 0, true, 0, 69
999-BPC000047-E, 1239, 118, 0, 13, 1108, 1108, 0, true, 0, 1609
999-AYC000283-E, 2050, 0, 0, 3, 2047, 2047, 0, true, 0, 1577
999-BRC000048-E, 150, 0, 0, 0, 150, 150, 0, true, 0, null
999-CECSMX020-M, 50, 0, 0, 25, 25, 25, 0, true, 0, 1577
999-CECSPP029-M, 50, 0, 0, 24, 26, 26, 0, true, 0, 1577
999-CECSPX003-M, 250, 0, 0, 31, 219, 219, 0, true, 0, 22
999-CECWPS000-M, 450, 0, 0, 94, 356, 356, 0, true, 0, 22
999-CFC000032-M, 10, 0, 0, 7, 3, 3, 0, true, 0, 1577
999-CFC000038-M, 20, 0, 0, 12, 8, 8, 0, true, 0, 1577
999-BGC000050-E, 140, 0, 0, 6, 134, 134, 0, true, 0, 1629
999-CMC000032-E, 19, 0, 0, 11, 8, 8, 0, true, 0, 1578
999-AYC393254-E, 500, 0, 0, 1, 1139, 499, 640, true, 0, 33
999-ACC000104-E, 4200, 150, 160, 97, 3993, 3793, 200, true, 0, 142
999-AYC395524-E, 5200, 450, 200, 4352, 4719, 198, 4521, true, 0, 152
999-CJC000018-E, 160, 150, 0, 2, 8, 8, 0, true, 0, 157
130-PCC000029-E, 50, 0, 0, 0, 50, 50, 0, true, 0, 29
999-BPC000012-E, 318, 0, 0, 0, 318, 318, 0, true, 0, 40
999-AXC000080-E, 237, 150, 7, 3, 83, 77, 6, true, 0, 173
999-CAC000312-E, 880, 118, 0, 0, 762, 762, 0, true, 0, 1627
999-CAC001098-E, 800, 0, 0, 800, 806, 0, 806, true, 0, 1628
160-PCC000042-E, 20, 0, 0, 10, 10, 10, 0, true, 0, 1629
999-BEC000151-E, 3000, 236, 0, 8, 2756, 2756, 0, true, 0, 1639
998-CPC000085-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-CPC000315-M, 40, 40, 0, 0, 0, 0, 0, true, 0, null
998-CPC000725-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-CPC000730-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
999-CAC000309-E, 110, 0, 0, 0, 110, 110, 0, true, 0, 1736
999-CAC000224-E, 130, 0, 0, 130, 132, 0, 132, true, 0, 1751
999-CAC000254-E, 800, 0, 0, 2, 798, 798, 0, true, 0, 1751
999-CAC000630-E, 925, 0, 0, 10, 915, 915, 0, true, 0, 1751
998-CPC000313-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-CPC000317-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-CPC000503-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-CPC000814-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
999-CLC000126-E, 485, 0, 0, 6, 479, 479, 0, true, 0, 1782
115-CGC000019-M, 60, 60, 0, 0, 16, 0, 16, true, 6, 1907
998-CPC000319-M, 25, 20, 0, 5, 0, 0, 0, true, 0, 1907
130-PCC000049-E, 320, 310, 0, 0, 10, 10, 0, true, 0, null
998-AOC000020-E, 636, 620, 0, 0, 16, 16, 0, true, 0, null
998-AOC000021-E, 335, 310, 0, 5, 20, 20, 0, true, 0, 293
998-BBC000014-E, 350, 310, 0, 0, 40, 40, 0, true, 0, null
999-ACC000111-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-ACC000222-E, 1900, 1860, 0, 3, 37, 37, 0, true, 0, 22
999-BBC000062-E, 310, 310, 0, 0, 0, 0, 0, true, 0, null
999-BEC000052-E, 375, 310, 0, 65, 0, 0, 0, true, 0, 33
999-CAC000119-E, 96, 0, 0, 0, 97, 96, 1, true, 0, null
999-CECSCX014-M, 400, 400, 0, 0, 245, 0, 245, true, 8, null
999-CECSMX007-M, 1350, 1240, 0, 10, 100, 100, 0, true, 0, 293
999-CECSPP008-M, 50, 0, 0, 0, 50, 50, 0, true, 0, null
999-CECSPX010-M, 200, 0, 0, 16, 184, 184, 0, true, 0, 22
999-CECWPS016-M, 2200, 2170, 0, 30, 0, 0, 0, true, 0, 22
998-BBC000019-E, 332, 310, 0, 22, 0, 0, 0, true, 0, 136
999-AIC000013-E, 538, 0, 0, 11, 527, 527, 0, true, 0, 28
999-BKC000010-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-CLC000052-E, 100, 0, 0, 5, 95, 95, 0, true, 0, 28
999-CLC000283-E, 310, 310, 0, 0, 0, 0, 0, true, 0, null
999-CLC000308-E, 310, 310, 0, 0, 0, 0, 0, true, 0, null
999-CLC000426-E, 360, 310, 0, 2, 48, 48, 0, true, 0, 28
999-AYC000319-E, 420, 310, 17, 39, 54, 54, 0, true, 0, 29
999-AYC000350-E, 936, 310, 21, 33, 572, 572, 0, true, 0, 293
999-AYC000401-E, 350, 310, 14, 26, 34, 0, 34, true, 0, 29
999-BBC000013-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-BLC000001-E, 200, 0, 0, 85, 210, 115, 95, true, 0, 29
999-BVC000025-E, 190, 0, 0, 93, 191, 97, 94, true, 0, 29
999-CAC000206-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-CAC000243-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-CLC000257-E, 350, 310, 0, 0, 40, 40, 0, true, 0, 29
999-ACC000228-E, 2000, 1860, 80, 60, 99, 0, 99, true, 0, 30
999-AIC000015-E, 200, 0, 0, 0, 201, 200, 1, true, 0, null
999-AYC000098-E, 300, 0, 0, 6, 294, 294, 0, true, 0, 30
999-AYC000148-E, 200, 0, 0, 10, 190, 190, 0, true, 0, 30
999-AYC000400-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 30
999-AYC000452-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 30
999-AYC000456-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 30
999-AYC595251-E, 227, 0, 0, 17, 210, 210, 0, true, 0, 30
999-BVC000005-E, 99, 0, 0, 5, 94, 94, 0, true, 0, 30
103-CDC000003-M, 190, 0, 0, 30, 160, 160, 0, true, 0, 31
120-CGC000010-M, 20, 0, 0, 0, 20, 20, 0, true, 0, null
130-CDA000058-M, 326, 310, 0, 0, 16, 16, 0, true, 0, 161
130-CGC000038-M, 20, 0, 0, 0, 20, 20, 0, true, 0, null
130-CGC000121-M, 314, 310, 0, 0, 4, 4, 0, true, 0, 31
203-CDA000023-M, 95, 0, 0, 0, 95, 95, 0, true, 0, null
203-CDC000016-M, 95, 0, 0, 40, 55, 55, 0, true, 0, 31
203-CGC000018-M, 95, 0, 0, 0, 95, 95, 0, true, 0, null
998-BZA000283-X, 190, 0, 0, 1, 189, 189, 0, true, 0, 31
998-CFA000005-M, 931, 930, 0, 1, 0, 0, 0, true, 0, 161
998-CFC000023-M, 95, 0, 0, 2, 93, 93, 0, true, 0, 31
998-CFC000031-M, 391, 310, 0, 52, 110, 29, 81, true, 0, 293
999-AYC000161-E, 520, 0, 0, 5, 515, 515, 0, true, 0, 31
999-AYC000327-E, 2100, 930, 40, 135, 995, 995, 0, true, 0, 293
999-CAC000242-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-CFC000019-M, 20, 0, 0, 0, 20, 20, 0, true, 0, null
999-CFC000091-M, 2200, 2170, 0, 5, 25, 25, 0, true, 0, 31
001-PCCSY5R03-E, 96, 0, 0, 83, 107, 13, 94, true, 0, 32
999-AYC000146-E, 279, 0, 0, 13, 266, 266, 0, true, 0, 32
999-AYC395289-E, 500, 0, 0, 40, 460, 460, 0, true, 0, 32
999-ACC000056-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 33
999-AXC000017-E, 200, 0, 0, 2, 198, 198, 0, true, 0, 33
999-AXC000128-E, 950, 930, 0, 20, 0, 0, 0, true, 0, 33
999-AYC000128-E, 350, 0, 0, 15, 335, 335, 0, true, 0, 33
999-AYC000287-E, 354, 310, 14, 30, 0, 0, 0, true, 0, 33
999-AYC000366-E, 650, 620, 26, 4, 0, 0, 0, true, 0, 33
999-AYC393504-E, 1300, 1240, 52, 8, 0, 0, 0, true, 0, 33
999-AYC595263-E, 750, 310, 14, 78, 348, 348, 0, true, 0, 293
999-BHC000002-E, 200, 0, 0, 12, 188, 188, 0, true, 0, 33
999-CLC000116-E, 300, 0, 0, 3, 297, 297, 0, true, 0, 33
999-CLC000223-E, 310, 310, 0, 0, 0, 0, 0, true, 0, null
999-AIC000119-E, 650, 620, 26, 4, 11, 0, 11, true, 0, 34
999-AJC000042-E, 350, 310, 0, 40, 44, 0, 44, true, 0, 34
999-ALC000001-E, 650, 150, 0, 1, 499, 499, 0, true, 0, 119
999-AOC000030-E, 470, 465, 0, 0, 5, 5, 0, true, 0, 34
999-AXC000104-E, 650, 620, 26, 4, 30, 0, 30, true, 0, 34
999-AXC000113-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 34
999-AXC000126-E, 650, 620, 26, 4, 23, 0, 23, true, 0, 34
999-AXC000127-E, 315, 310, 0, 0, 5, 5, 0, true, 0, 34
999-AYC000534-E, 350, 310, 14, 26, 0, 0, 0, true, 0, 34
999-BAA000002-E, 1200, 0, 0, 0, 1200, 1200, 0, true, 0, null
999-BEC000067-E, 180, 0, 0, 0, 180, 180, 0, true, 0, 34
999-BEC000079-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-BGC000005-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-BTC000002-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-BVC000068-E, 110, 0, 0, 6, 104, 104, 0, true, 0, 34
999-CAC000107-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-CAC000210-E, 100, 0, 0, 5, 95, 95, 0, true, 0, 34
103-PCC000005-E, 95, 0, 0, 0, 95, 95, 0, true, 0, null
999-ADC000030-E, 220, 150, 0, 2, 68, 68, 0, true, 0, 119
999-AXC000069-E, 175, 155, 7, 13, 18, 0, 18, true, 0, 119
999-AYC000044-E, 635, 0, 0, 6, 629, 629, 0, true, 0, 120
999-AYC000071-E, 200, 50, 8, 142, 148, 0, 148, true, 0, 120
999-AYC000107-E, 200, 0, 0, 0, 200, 200, 0, true, 0, null
999-AYC000115-E, 200, 0, 0, 12, 188, 188, 0, true, 0, 120
999-AYC000147-E, 200, 0, 0, 10, 190, 190, 0, true, 0, 120
999-AYC000155-E, 200, 0, 0, 3, 197, 197, 0, true, 0, 120
999-AYC000160-E, 200, 0, 0, 5, 289, 195, 94, true, 0, 120
999-AYC595256-E, 200, 0, 0, 2, 198, 198, 0, true, 0, 120
999-BEC000053-E, 193, 0, 0, 1, 192, 192, 0, true, 0, 136
999-BSC000001-E, 50, 50, 0, 0, 0, 0, 0, true, 0, null
999-CAC000111-E, 100, 100, 0, 0, 0, 0, 0, true, 0, null
999-CAC000125-E, 80, 50, 0, 2, 28, 28, 0, true, 0, 120
999-CAC000128-E, 120, 100, 0, 0, 20, 20, 0, true, 0, null
999-CBC000053-E, 160, 150, 0, 1, 9, 9, 0, true, 0, 120
999-CBC000055-E, 71, 50, 0, 0, 21, 21, 0, true, 0, null
999-CJC000017-E, 50, 50, 0, 0, 35, 0, 35, true, 0, null
999-CJC000021-E, 50, 50, 0, 0, 0, 0, 0, true, 0, null
999-CLC000176-E, 72, 0, 0, 0, 72, 72, 0, true, 0, null
001-PCC000044-E, 90, 50, 0, 0, 40, 40, 0, true, 0, null
111-CDA000039-M, 50, 50, 0, 0, 0, 0, 0, true, 0, null
998-CPC000014-M, 500, 0, 0, 33, 467, 467, 0, true, 0, 161
998-CPC000048-M, 100, 0, 0, 0, 100, 100, 0, true, 0, null
998-CPC000051-M, 100, 0, 0, 0, 100, 100, 0, true, 0, null
998-CPC000052-M, 100, 0, 0, 0, 100, 100, 0, true, 0, null
998-CPC000057-M, 100, 0, 0, 0, 100, 100, 0, true, 0, null
998-CPC000136-M, 41, 10, 0, 31, 0, 0, 0, true, 2, 161
998-CPC000138-M, 50, 50, 0, 0, 0, 0, 0, true, 0, null
998-CPC000165-M, 310, 310, 0, 0, 0, 0, 0, true, 0, 173
998-CPC000224-M, 325, 310, 0, 13, 2, 2, 0, true, 0, 173
999-CECNSS011-M, 210, 200, 0, 10, 13, 0, 13, true, 0, 161
999-CHC000007-X, 100, 0, 0, 100, 0, 0, 0, true, 6, 161
998-CPC000167-M, 310, 310, 0, 0, 0, 0, 0, true, 0, null
998-CPC000572-M, 50, 50, 0, 0, 0, 0, 0, true, 0, null
999-CLC000287-E, 320, 310, 0, 10, 0, 0, 0, true, 0, 173
999-BGC000062-E, 103, 0, 1, 0, 102, 102, 0, true, 0, null
998-CFC000030-M, 104, 0, 0, 0, 104, 104, 0, true, 0, null
