Tejas Part Number,Qty shipping,DC ref,DC date
999-AYC395504-E ,30,358,1/19/2016
999-AYC395514-E,178,358,1/19/2016
999-AYC395519-E,37,358,1/19/2016
999-AYC395521-E,4291,358,1/19/2016
999-AYC395521-E,30,358,1/19/2016
999-AYC395528-E,41,358,1/19/2016
999-AYC395534-E,80,358,1/19/2016
999-AYC595001-E,168,358,1/19/2016
999-AYC595501-E,495,358,1/19/2016
999-AYC815251-E ,1101,358,1/19/2016
999-AYCGA3255-E,98,358,1/19/2016
999-AYCGA3503-E,64,358,1/19/2016
999-AYCGA3504-E,349,358,1/19/2016
999-AZC000001-E,600,358,1/19/2016
999-AZC000001-E,380,358,1/19/2016
999-BAA000002-E,60,358,1/19/2016
999-BEC000107-E,14,358,1/19/2016
999-BEC000236-E ,9,358,1/19/2016
999-BKC000014-E,5,357,1/19/2016
999-BLC000001-E,94,358,1/19/2016
999-BOC000001-E,94,358,1/19/2016
999-BUC000001-E,89,358,1/19/2016
999-BVC000068-E,95,358,1/19/2016
999-CAC000001-E,95,358,1/19/2016
999-CAC000006-E,475,358,1/19/2016
999-CAC000021-E,194,358,1/19/2016
999-CAC000053-E,10,357,1/19/2016
999-CAC000053-E,183,358,1/19/2016
999-CAC000054-E,190,358,1/19/2016
999-CAC000105-E,95,358,1/19/2016
999-CAC000107-E,95,358,1/19/2016
999-CAC000173-E,1,358,1/19/2016
999-CAC000192-E,195,358,1/19/2016
999-CAC000210-E,95,358,1/19/2016
999-CAC000228-E,5,357,1/19/2016
999-CAC000242-E,95,358,1/19/2016
999-CAC000243-E,95,358,1/19/2016
999-CBC000001-E,76,358,1/19/2016
999-CBC000028-E,5,357,1/19/2016
999-CBC000045-E,103,358,1/19/2016
999-CBC000049-E,732,358,1/19/2016
999-CECSMX014-M,850,358,1/19/2016
999-CECSMX015-M,80,358,1/19/2016
999-CECSPX010-M,184,358,1/19/2016
999-CECWPS000-M,321,358,1/19/2016
999-CECWPS005-M,190,358,1/19/2016
999-CJC000005-E,95,358,1/19/2016
999-CLC000001-E,270,358,1/19/2016
999-CLC000007 -E ,19,358,1/19/2016
999-CLC000007-E,54,358,1/19/2016
999-CLC000008-E,100,358,1/19/2016
999-CLC000009-E,131,358,1/19/2016
999-CLC000013-E,94,358,1/19/2016
999-CLC000017-E,93,358,1/19/2016
999-CLC000018-E,188,358,1/19/2016
999-CLC000023-E,94,358,1/19/2016
999-CLC000035-E,0,358,1/19/2016
999-CLC000053-E,93,358,1/19/2016
999-CLC000054-E,160,358,1/19/2016
999-CLC000059-E,94,358,1/19/2016
999-CLC000076-E,84,358,1/19/2016
999-CLC000086-E,44,358,1/19/2016
999-CLC000134-E,5,357,1/19/2016
999-CLC000144-E,5,357,1/19/2016
999-CLC000243-E,62,358,1/19/2016
999-CMC000027-E,5,357,1/19/2016
999-CMC000032-E,8,358,1/19/2016
999-CMC000137-E,57,358,1/19/2016
001-PCA5R0015-L,94,361,1/23/2016
001-PCCSY5R03-E,94,361,1/23/2016
103-PCC000005-E,1,361,1/23/2016
999-ABC000001-E,21,361,1/23/2016
999-ABC000001-E,188,361,1/23/2016
999-ACC000009-E,21,361,1/23/2016
999-ACC000016-E,232,361,1/23/2016
999-ACC000017-E,3,361,1/23/2016
999-ACC000029-E,8,361,1/23/2016
999-ACC000048-E,94,361,1/23/2016
999-ACC000050-E,940,361,1/23/2016
999-ACC000052-E,1316,361,1/23/2016
999-ACC315001-E,2,361,1/23/2016
999-ACC316026-E,1,361,1/23/2016
999-ACC316028-E,4,361,1/23/2016
999-ACC316504-E,3,361,1/23/2016
999-ACC317501-E,90,361,1/23/2016
999-ACC317501-E,94,361,1/23/2016
999-ACC326027-E,2,361,1/23/2016
999-ACC326502-E,51,361,1/23/2016
999-ACC326504-E,3,361,1/23/2016
999-ACC326750-E,2,361,1/23/2016
999-ACC327501-E,55,361,1/23/2016
999-ACC338501-E,16,361,1/23/2016
999-ACC556750-E,94,361,1/23/2016
999-ACC757501-E,3,361,1/23/2016
999-ACC757502-E,4,361,1/23/2016
999-ACC757503-E,4,361,1/23/2016
999-ACC7C6501-E,3,361,1/23/2016
999-ACCC57751-E,2,361,1/23/2016
999-ACCE17751-E,2,361,1/23/2016
999-ACCEA7751-E,5,361,1/23/2016
999-ADC000001-E,1,361,1/23/2016
999-ADCD87752-E,13,361,1/23/2016
999-AHC916001-E,3,361,1/23/2016
999-AHC916751-E,94,361,1/23/2016
999-AHC926001-E,2,361,1/23/2016
999-AHC926001-E,561,361,1/23/2016
999-AHC936001-E,6,361,1/23/2016
999-AHCA16001-E,1,361,1/23/2016
999-AIC000001-E,2,361,1/23/2016
999-AIC000005-E,1,361,1/23/2016
999-AIC000006-E,3,361,1/23/2016
999-AIC000007-E,1,361,1/23/2016
999-AIC000011-E,1,361,1/23/2016
999-AIC000013-E,5,361,1/23/2016
999-AIC000015-E,2,361,1/23/2016
999-AIC000016-E,7,361,1/23/2016
999-AIC000023-E,2,361,1/23/2016
999-AIC000026-E,6,361,1/23/2016
999-AIC000030-E,5,361,1/23/2016
999-AIC000032-E,94,361,1/23/2016
999-AIC000046-E,4,361,1/23/2016
999-AOC000010-E,1,361,1/23/2016
999-ARC000002-E,2,361,1/23/2016
999-ARC000005-E,1,361,1/23/2016
999-AXC000001-E,1,361,1/23/2016
999-AXC000002-E,2,361,1/23/2016
999-AXC000003-E,6,361,1/23/2016
999-AXC000004-E,7,361,1/23/2016
999-AXC000011-E,2,361,1/23/2016
999-AXC000013-E,5,361,1/23/2016
999-AXC000017-E,1,361,1/23/2016
999-AXC000023-E,2,361,1/23/2016
999-AYC000009-E,2,361,1/23/2016
999-AYC000098-E,2,361,1/23/2016
999-AYC000120-E,188,361,1/23/2016
999-AYC000124-E,752,361,1/23/2016
999-AYC000128-E,3,361,1/23/2016
999-AYC000138-E,188,361,1/23/2016
999-AYC000139-E,3,361,1/23/2016
999-AYC000139-E,188,361,1/23/2016
999-AYC000144-E,2,361,1/23/2016
999-AYC000146-E,94,361,1/23/2016
999-AYC000148-E,94,361,1/23/2016
999-AYC000149-E,94,361,1/23/2016
999-AYC000160-E,94,361,1/23/2016
999-AYC000161-E,94,361,1/23/2016
999-AYC393252-E,14,361,1/23/2016
999-AYC393501-E,3,361,1/23/2016
999-AYC393502-E,1,361,1/23/2016
999-AYC393503-E,2,361,1/23/2016
999-AYC393512-E,1,361,1/23/2016
999-AYC393514-E,1,361,1/23/2016
999-AYC393515-E,2,361,1/23/2016
999-AYC393516-E,1,361,1/23/2016
999-AYC395001-E,55,361,1/23/2016
999-AYC395250-E,3,361,1/23/2016
999-AYC395251-E,205,361,1/23/2016
999-AYC395252-E,4,361,1/23/2016
999-AYC395255-E,75,361,1/23/2016
999-AYC395256-E,4,361,1/23/2016
999-AYC395257-E,4,361,1/23/2016
999-AYC395259-E,57,361,1/23/2016
999-AYC395265-E,1,361,1/23/2016
999-AYC395268-E,16,361,1/23/2016
999-AYC395269-E,2,361,1/23/2016
999-AYC395289-E,4,361,1/23/2016
999-AYC395500-E,84,361,1/23/2016
999-AYC395501-E,206,361,1/23/2016
999-AYC395502-E,18,361,1/23/2016
999-AYC395503-E,19,361,1/23/2016
999-AYC395504-E,1,361,1/23/2016
999-AYC395514-E,2,361,1/23/2016
999-AYC395519-E,94,361,1/23/2016
999-AYC395521-E,7,361,1/23/2016
999-AYC395528-E,4,361,1/23/2016
999-AYC395534-E,1,361,1/23/2016
999-AYC595251-E,2,361,1/23/2016
999-AYC595750-E,2,361,1/23/2016
999-AYC815251-E,7,361,1/23/2016
999-AYCB93502-E,2,361,1/23/2016
999-AYCF15001-E,3,361,1/23/2016
999-AYCGA3250-E,2,361,1/23/2016
999-AYCGA3251-E,2,361,1/23/2016
999-AYCGA3252-E,1,361,1/23/2016
999-AYCGA3253-E,2,361,1/23/2016
999-AYCGA3254-E,2,361,1/23/2016
999-AYCGA3255-E,1,361,1/23/2016
999-AYCGA3502-E,2,361,1/23/2016
999-AYCGA3503-E,2,361,1/23/2016
999-AYCGA3504-E,5,361,1/23/2016
999-AYCGA3505-E,2,361,1/23/2016
999-AYCGA3507-E,1,361,1/23/2016
999-AYCGA3508-E,1,361,1/23/2016
999-AYCGA5002-E,1,361,1/23/2016
999-AZC000001-E,7,361,1/23/2016
999-AZC000004-E,63,361,1/23/2016
999-BAA000002-E,12,361,1/23/2016
999-BBC000013-E,1,361,1/23/2016
999-BCC000001-E,1,361,1/23/2016
999-BEC000028-E,1,361,1/23/2016
999-BEC000029-E,1,361,1/23/2016
999-BEC000053-E,2,361,1/23/2016
999-BEC000067-E,1,361,1/23/2016
999-BEC000079-E,1,361,1/23/2016
999-BEC000122-E,1,361,1/23/2016
999-BEC000236-E,1,361,1/23/2016
999-BGC000002-E,3,361,1/23/2016
999-BGC000005-E,1,361,1/23/2016
999-BGC000012-E,94,361,1/23/2016
999-BGC000022-E,1,361,1/23/2016
999-BGC000035-E,1,361,1/23/2016
999-BGC000062-E,94,361,1/23/2016
999-BHC000001-E,3,361,1/23/2016
999-BHC000002-E,188,361,1/23/2016
999-BKC000010-E,1,361,1/23/2016
999-BLC000001-E,1,361,1/23/2016
999-BOC000001-E,1,361,1/23/2016
999-BPC000018-E,2,361,1/23/2016
999-BPC000019-E,4,361,1/23/2016
999-BRC000016-E,1,361,1/23/2016
999-BTC000002-E,1,361,1/23/2016
999-BVC000001-E,1,361,1/23/2016
999-BVC000003-E,1,361,1/23/2016
999-BVC000005-E,1,361,1/23/2016
999-BVC000025-E,1,361,1/23/2016
999-CAC000004-E,1,361,1/23/2016
999-CAC000119-E,1,361,1/23/2016
999-CAC000193-E,2,361,1/23/2016
999-CAC000206-E,1,361,1/23/2016
999-CBC000001-E,5,361,1/23/2016
999-CBC000045-E,11,361,1/23/2016
999-CLC000001-E,14,361,1/23/2016
999-CLC000002-E,5,361,1/23/2016
999-CLC000007-E,1,361,1/23/2016
999-CLC000008-E,1,361,1/23/2016
999-CLC000008-E,94,361,1/23/2016
999-CLC000009-E,3,361,1/23/2016
999-CLC000013-E,1,361,1/23/2016
999-CLC000017-E,1,361,1/23/2016
999-CLC000018-E,2,361,1/23/2016
999-CLC000023-E,1,361,1/23/2016
999-CLC000029-E,2,361,1/23/2016
999-CLC000052-E,1,361,1/23/2016
999-CLC000053-E,1,361,1/23/2016
999-CLC000054-E,94,361,1/23/2016
999-CLC000059-E,1,361,1/23/2016
999-CLC000076-E,1,361,1/23/2016
999-CLC000078-E,5,361,1/23/2016
999-CLC000084-E,1,361,1/23/2016
999-CLC000085-E,1,361,1/23/2016
999-CLC000086-E,1,361,1/23/2016
999-CLC000091-E,2,361,1/23/2016
999-CLC000096-E,1,361,1/23/2016
999-CLC000116-E,3,361,1/23/2016
998-BBC000004-E,1,372,2/17/2016
998-BBC000006-E,2,372,2/17/2016
998-BBC000014-E,40,372,2/17/2016
998-BZA000189-X,9,372,2/17/2016
998-BZA000645-X,9,372,2/17/2016
998-BZA000966-X,8,372,2/17/2016
998-CPC000048-M,100,374,2/17/2016
998-CPC000049-M,49,374,2/17/2016
998-CPC000051-M,100,374,2/17/2016
998-CPC000052-M,100,374,2/17/2016
998-CPC000053-M,7,374,2/17/2016
998-CPC000054-M,7,374,2/17/2016
998-CPC000057-M,100,374,2/17/2016
998-CPC000058-M,77,374,2/17/2016
998-CPC000066-M,390,374,2/17/2016
998-CPC000067-M,5,374,2/17/2016
998-CPC000068-M,480,374,2/17/2016
998-CPC000086-M,1,374,2/17/2016
998-CPC000091-M,247,374,2/17/2016
998-CPC000092-M,79,374,2/17/2016
998-CPC000160-M,3,374,2/17/2016
998-CPC000162-M,21,374,2/17/2016
998-CPC000216-M,5,374,2/17/2016
998-CPC000224-M,2,374,2/17/2016
998-CPC000596-M,15,374,2/17/2016
998-CPC000597-M,8,374,2/17/2016
998-CPC000599-M,3,374,2/17/2016
998-CPC000600-M,3,374,2/17/2016
998-CPC000635-M,44,374,2/17/2016
998-CPC000668-M,66,374,2/17/2016
998-CPC000673-M,56,374,2/17/2016
998-CPC000740-M,50,374,2/17/2016
998-CPC000952-M,50,374,2/17/2016
998-CPC000953-M,45,374,2/17/2016
999-ADC000001-E,50,372,2/17/2016
999-ADC000001-E,94,372,2/17/2016
999-ADC000018-E,37,372,2/17/2016
999-ADC000026-E,32,372,2/17/2016
999-ADC000029-E,8,372,2/17/2016
999-ADC837001-E,69,373,2/17/2016
999-AEC000004-E,1,372,2/17/2016
999-AHCA16001-E,104,372,2/17/2016
999-AIC000001-E,202,372,2/17/2016
999-AIC000001-E,32,372,2/17/2016
999-AIC000005-E,94,372,2/17/2016
999-AIC000006-E,116,372,2/17/2016
999-AIC000007-E,101,372,2/17/2016
999-AIC000011-E,59,372,2/17/2016
999-AIC000015-E,187,372,2/17/2016
999-AIC000016-E,39,372,2/17/2016
999-AIC000023-E,297,372,2/17/2016
999-AIC000026-E,3,372,2/17/2016
999-AIC000030-E,279,372,2/17/2016
999-AIC000032-E,117,372,2/17/2016
999-AIC000065-E,23,372,2/17/2016
999-AIC000065-E,38,372,2/17/2016
999-AIC000073-E,21,372,2/17/2016
999-AIC000073-E,3,372,2/17/2016
999-AIC000077-E,2,372,2/17/2016
999-AIC000079-E,19,372,2/17/2016
999-AIC000119-E,11,372,2/17/2016
999-AJC000008-E,4,372,2/17/2016
999-AJC000009-E,33,372,2/17/2016
999-AJC000017-E,4,372,2/17/2016
999-AJC000039-E,106,372,2/17/2016
999-AKC000006-E,44,372,2/17/2016
999-ALC000001-E,19,372,2/17/2016
999-AOC000003-E,79,372,2/17/2016
999-AOC000010-E,93,372,2/17/2016
999-AOC000010-E,94,372,2/17/2016
999-AOC000016-E,2,372,2/17/2016
999-AOC000028-E,7,372,2/17/2016
999-AOC000036-E,3,372,2/17/2016
999-AOC000040-E,61,372,2/17/2016
999-AOC000066-E,1,372,2/17/2016
999-AOC000086-E,115,372,2/17/2016
999-AOC000094-E,20,372,2/17/2016
999-AOC000132-E,34,372,2/17/2016
999-ARC000004-E,1,372,2/17/2016
999-ARC000005-E,6,372,2/17/2016
999-AXC000001-E,93,372,2/17/2016
999-AXC000002-E,93,372,2/17/2016
999-AXC000003-E,539,372,2/17/2016
999-AXC000006-E,4,372,2/17/2016
999-AXC000011-E,102,372,2/17/2016
999-AXC000013-E,263,372,2/17/2016
999-AXC000017-E,92,372,2/17/2016
999-AXC000023-E,68,372,2/17/2016
999-AXC000023-E,2,372,2/17/2016
999-AXC000035-E,44,372,2/17/2016
999-AXC000049-E,115,372,2/17/2016
999-AXC000058-E,20,372,2/17/2016
999-AXC000060-E,8,372,2/17/2016
999-AXC000061-E,12,372,2/17/2016
999-AXC000080-E,11,372,2/17/2016
999-AXC000080-E,18,372,2/17/2016
999-AXC000084-E,16,372,2/17/2016
999-AXC000094-E,96,372,2/17/2016
999-AXC000104-E,30,372,2/17/2016
999-AZC000001-E,281,372,2/17/2016
999-AZC000006-E,4797,372,2/17/2016
999-BAA000002-E,77,372,2/17/2016
999-BBC000013-E,5,372,2/17/2016
999-BBC000020-E,5,372,2/17/2016
999-BBC000040-E,1,372,2/17/2016
999-BBC000091-E,16,372,2/17/2016
999-BCC000001-E,80,372,2/17/2016
999-BCC000002-E,125,372,2/17/2016
999-BCC000004-E,6,372,2/17/2016
999-BCC000013-E,0,372,2/17/2016
999-BGC000002-E,124,372,2/17/2016
999-BHC000001-E,13,372,2/17/2016
999-BHC000001-E,281,372,2/17/2016
999-BKC000008-E,35,372,2/17/2016
999-BOC000001-E,0,372,2/17/2016
999-BRC000016-E,1,372,2/17/2016
999-BUC000011-E,140,372,2/17/2016
999-BVC000003-E,124,372,2/17/2016
999-BVC000005-E,93,372,2/17/2016
999-BVC000007-E,4,372,2/17/2016
999-BVC000025-E,94,372,2/17/2016
999-BVC000046-E,186,372,2/17/2016
999-BVC000096-E,14,372,2/17/2016
999-BVC000167-E,18,372,2/17/2016
999-CAC000053-E,1,372,2/17/2016
999-CAC000054-E,8,372,2/17/2016
999-CAC000189-E,6,372,2/17/2016
999-CAC000192-E,2,372,2/17/2016
999-CAC000193-E,4,372,2/17/2016
999-CAC000329-E,10,372,2/17/2016
999-CAC000352-E,4,372,2/17/2016
999-CAC000378-E,11,372,2/17/2016
999-CAC000406-E,12,372,2/17/2016
999-CAC000418-E,4,372,2/17/2016
999-CAC000436-E,1,372,2/17/2016
999-CAC000436-E,4,372,2/17/2016
999-CAC000487-E,3,372,2/17/2016
999-CAC000505-E,1,372,2/17/2016
999-CAC000684-E,3,372,2/17/2016
999-CBC000001-E,26,372,2/17/2016
999-CBC000028-E,2,372,2/17/2016
999-CBC000045-E,107,372,2/17/2016
999-CFC000072-M,11,372,2/17/2016
999-CFC000119-M,1,372,2/17/2016
999-CIC000032-E,1,372,2/17/2016
999-CJC000001-E,38,372,2/17/2016
999-CKC000023-E,1,372,2/17/2016
999-CLC000001-E,19,372,2/17/2016
999-CLC000008-E,29,372,2/17/2016
999-CLC000013-E,157,372,2/17/2016
999-CLC000018-E,41,372,2/17/2016
999-CLC000029-E,8,372,2/17/2016
999-CLC000035-E,51,372,2/17/2016
999-CLC000053-E,5,372,2/17/2016
999-CLC000054-E,22,372,2/17/2016
999-CLC000059-E,5,372,2/17/2016
999-CLC000073-E,16,372,2/17/2016
999-CLC000076-E,28,372,2/17/2016
999-CLC000080-E,25,372,2/17/2016
999-CLC000091-E,6,372,2/17/2016
999-CLC000095-E,2,372,2/17/2016
999-CLC000112-E,9,372,2/17/2016
999-CLC000114-E,13,372,2/17/2016
999-CLC000116-E,14,372,2/17/2016
999-CLC000137-E,23,372,2/17/2016
999-CLC000141-E,42,372,2/17/2016
999-CLC000161-E,14,372,2/17/2016
999-CLC000167-E,58,372,2/17/2016
999-CLC000170-E,11,372,2/17/2016
999-CLC000177-E,19,372,2/17/2016
999-CLC000204-E,28,372,2/17/2016
999-CLC000211-E,20,372,2/17/2016
999-CLC000224-E,31,372,2/17/2016
999-CLC000259-E,125,372,2/17/2016
999-CLC000426-E,48,372,2/17/2016
999-COC000012-E,5,372,2/17/2016
103-CDC000003-M,160,383,2/27/2016
110-CDA000003-M,3,383,2/27/2016
115-CGC000019-M,1,383,2/27/2016
130-CCA000020-M,2,383,2/27/2016
130-CGC000120-M,3,383,2/27/2016
141-CCA000003-M,4,383,2/27/2016
170-CCA000022-M,1,383,2/27/2016
170-CCA000032-M,1,383,2/27/2016
170-CDA000010-M,2,383,2/27/2016
170-CDA000024-M,1,383,2/27/2016
170-CGC000005-M,1,383,2/27/2016
201-CCA000017-M  ,1,383,2/27/2016
998-BZA000857-X,6,383,2/27/2016
998-CPC000011-E   ,236,383,2/27/2016
998-CPC000068-M,150,383,2/27/2016
998-CPC000208-M,4000,383,2/27/2016
998-CPC000207-M,693,383,2/27/2016
998-CPC000245-M,980,383,2/27/2016
999-ACC000013-E,185,383,2/27/2016
999-ACC000023-E,172,383,2/27/2016
999-ACC000029-E,192,383,2/27/2016
999-ACC000050-E,1430,383,2/27/2016
999-ACC000052-E,3398,383,2/27/2016
999-ACC000100-E,1032,383,2/27/2016
999-ACC000120-E,21,383,2/27/2016
999-ACC000222-E,37,383,2/27/2016
999-ACC317501-E,792,383,2/27/2016
999-ACC8D7501-E,33,383,2/27/2016
999-ACCC57751-E,26,383,2/27/2016
999-ACCEA7751-E,46,383,2/27/2016
999-AHC926001-E,398,383,2/27/2016
999-AIC000001-E,72,383,2/27/2016
999-AIC000046-E,40,383,2/27/2016
999-AIC000090-E,23,383,2/27/2016
999-AJC000002-E,17,383,2/27/2016
999-AOC000030-E,5,383,2/27/2016
999-AXC000006-E,117,383,2/27/2016
999-AXC000023-E,7,383,2/27/2016
999-AXC000080-E,6,383,2/27/2016
999-AYC000005-E,647,383,2/27/2016
999-AYC000401-E,34,383,2/27/2016
999-AYC000464-E,125,383,2/27/2016
999-AYC000557-E,13,383,2/27/2016
999-AYC393254-E,640,383,2/27/2016
999-AYC393502-E,192,383,2/27/2016
999-AYC395262-E,235,383,2/27/2016
999-AYC815251-E,340,383,2/27/2016
999-BBC000091-E,2,383,2/27/2016
999-BCC000001-E,15,383,2/27/2016
999-BCC000013-E,19,383,2/27/2016
999-BEC000026-E,38,383,2/27/2016
999-BEC000028-E,4,383,2/27/2016
999-BEC000107-E,1,383,2/27/2016
999-BEC000111-E,11,383,2/27/2016
999-BEC000148-E,5,383,2/27/2016
999-BEC000151-E,111,383,2/27/2016
999-BEC000152-E,1,383,2/27/2016
999-BEC000155-E,6,383,2/27/2016
999-BEC000165-E,3,383,2/27/2016
999-BEC000205-E,2,383,2/27/2016
999-BEC000208-E,26,383,2/27/2016
999-BEC000233-E,27,383,2/27/2016
999-BEC000287-E,5,383,2/27/2016
999-BEC000292-E,2,383,2/27/2016
999-BGC000005-E,94,383,2/27/2016
999-BGC000012-E,34,383,2/27/2016
999-BGC000022-E,22,383,2/27/2016
999-BGC000025-E,25,383,2/27/2016
999-BGC000057-E,123,383,2/27/2016
999-BGC000062-E,8,383,2/27/2016
999-BKC000010-E,94,383,2/27/2016
999-BOC000001-E,31,383,2/27/2016
999-BOC000007-E,13,383,2/27/2016
999-BPC000008-E,1,383,2/27/2016
999-BPC000015-E,8,383,2/27/2016
999-BPC000018-E,12,383,2/27/2016
999-BPC000026-E,7,383,2/27/2016
999-BPC000038-E,35,383,2/27/2016
999-BPC000053-E,2,383,2/27/2016
999-BPC000077-E,28,383,2/27/2016
999-BPC000083-E,1,383,2/27/2016
999-BPC000111-E,7,383,2/27/2016
999-BPC000114-E,7,383,2/27/2016
999-BRC000020-E,10,383,2/27/2016
999-BRC000050-E,4,383,2/27/2016
999-BTC000022-E,2,383,2/27/2016
999-BTC000024-E,28,383,2/27/2016
999-CAC000173-E,5,383,2/27/2016
999-CAC000193-E,23,383,2/27/2016
999-CAC000718-E,1,383,2/27/2016
999-CFC000037-M,3,383,2/27/2016
999-CFC000091-M,25,383,2/27/2016
999-CLC000007-E,92,383,2/27/2016
999-CLC000024-E,1,383,2/27/2016
999-CLC000029-E,223,383,2/27/2016
999-CLC000051-E,29,383,2/27/2016
999-CLC000052-E,94,383,2/27/2016
999-CLC000076-E,93,383,2/27/2016
999-CLC000077-E,52,383,2/27/2016
999-CLC000078-E,14,383,2/27/2016
999-CLC000084-E,94,383,2/27/2016
999-CLC000085-E,50,383,2/27/2016
999-CLC000159-E,14,383,2/27/2016
999-CLC000180-E,149,383,2/27/2016
999-CLC000224-E,3,383,2/27/2016
999-CLC000249-E,52,383,2/27/2016
999-CLC000554-E,5,383,2/27/2016
999-CMC000026-E,24,383,2/27/2016
999-CMC000027-E,2,383,2/27/2016
999-CMCT00054-E,1,383,2/27/2016
999-AIC000011-E,5,385,3/9/2016
999-AIC000074-E,19,385,3/9/2016
999-AKC000006-E,2,385,3/9/2016
999-ALC000001-E,5,385,3/9/2016
999-ALC000003-E,3,385,3/9/2016
999-AOC000094-E,11,385,3/9/2016
999-AXC800003-E,4,385,3/9/2016
999-BCC000002-E,1,385,3/9/2016
999-BGC000005-E,5,385,3/9/2016
999-BOC000007-E,10,385,3/9/2016
999-BPC000041-E,64,385,3/9/2016
999-BRC000082-E,1,385,3/9/2016
999-BUC000002-E,5,385,3/9/2016
999-CAC000001-E,9,385,3/9/2016
999-CAC000008-E,9,385,3/9/2016
999-CAC000053-E,4,385,3/9/2016
999-CAC000054-E,4,385,3/9/2016
999-CAC000406-E,15,385,3/9/2016
999-CAC000597-E,7,385,3/9/2016
999-CAC000814-E,3,385,3/9/2016
999-CLC000089-E,2,385,3/9/2016
999-CLC000177-E,2,385,3/9/2016
999-CLC000204-E,4,385,3/9/2016
104-PCC000002-E,585,385,3/9/2016
